Code,Description,Reset Level,Dead Level,Availability,Reset Mode,Brake Program,Yaw Program,StatCom
FM5082,SIS Pit SpeedSensor3 Passivated — Refer to FM5091,0,600,yes,A,2,0,yes
FM5083,SIS Pit SafetyRunOutput1 Passivated — The alarm is generated when Safety PLC output for the safety run command is passivated. The alarm is automatically reset when the fault is no longer active. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5084,SIS Pit SafetyRunOutput2 Passivated — Refer to FM5083,0,600,yes,A,2,0,yes
FM5085,SIS Pit SafetyRunOutput3 Passivated — Refer to FM5083,0,600,yes,A,2,0,yes
FM5086,SIS Pit MinVoltageRel Failure — The alarm is generated if the pitch undervoltage relay has detected a grid fault. The alarm is automatically reset when the fault is no longer active. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5087,SIS Vib Sen Failure — The alarm is generated when a fault is detected in the vibration sensor and the turbine is stopped by a safety run. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,SR,,,yes
FM5088,SIS Pit 24VPwrSupply1 Failure — The alarm is generated when pitch axle 24V power supply indicates a fault. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5089,SIS Pit 24VPwrSupply2 Failure — Refer to FM5088,0,600,yes,SR,2,0,yes
FM5090,"SIS OpC ≠ SIS Yaw HydBrk CmdOpen — The alarm is generated when the operation control triggers opening of the hydraulic yaw brake, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5091,SIS Pit SpeedSensor1 Passivated — The alarm is generated when a fault is detected in the pitch angle detection system. The alarm is automatically reset when the fault is no longer active. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5092,"SIS OpC ≠ SIS Pit 1 SafetyRun CmdOff — The alarm is generated when the operation control reset the emergency run command axle 1, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5093,"SIS OpC ≠ SIS Pit 2 SafetyRun CmdOff — The alarm is generated when the operation control reset the emergency run command axle 2, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5094,"SIS OpC ≠ SIS Pit 3 SafetyRun CmdOff — The alarm is generated when the operation control reset the emergency run command axle 3, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5095,"SIS OpC ≠ SIS Pit GridProt Hub CmdOff — The alarm is generated when the operation control command switching off the main contactor, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5096,"SIS OpC ≠ SIS RotBrk SV3 BrakePressure — The alarm is generated when the operation control command SV3 BrakePressure, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5097,"SIS OpC ≠ SIS RotBrk SV2 HoldPressure — The alarm is generated when the operation control command SV2 HoldPressure, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5098,"SIS OpC ≠ SIS RotBrk SV1 HoldOpen — The alarm is generated when the operation control command SV1 HoldOpen, but this is not permissible in accordance with the safety control. Brake Prog.: 0",0,600,no,M,,0,yes
FM5099,SIS InvalidSafetyCRC — The safety program check sum is invalid.,0,600,yes,A,4,0,no
FM5100,SIS WTTypeChanged SR-Reset req. — The alarm is reported if via the visualization the WTG type was set correctly after a software update or during commissioning and this needs to be confirmed by safety remote reset (SR) via the visualization. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5101,SIS WTTypeUnplausible Failure — The alarm is reported if the Safety-WTG type set during commissioning is implausible for the expected WTG type. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5103,SIS IO-Module IN CB Passivated — This alarm is indicated if a fault in the safety bus structure has occurred.,0,600,no,A,0,0,yes
FM5104,SIS IO-Module IN TB Passivated — This alarm is indicated if a fault in the safety bus structure has occurred.,0,600,no,A,0,0,yes
FM5105,SIS IO-Module IN YawBox Passivated — This alarm is indicated if a fault in the safety bus structure has occurred.,0,600,no,A,0,0,yes
FM5106,SIS IO-Module IN BB Passivated — This alarm is indicated if a fault in the safety bus structure has occurred.,0,600,no,A,0,0,no
FM5107,SIS AIS Outputs Passivated — The alarm is generated when the passivation of an output for controlling the AIS heating release is detected. Brake Prog.: 0,0,600,no,A,,0,yes
FM5108,SIS AIS Inputs Passivated — The alarm is generated when the passivation of an input for controlling the AIS heating release is detected. Brake Prog.: 0,0,600,no,A,,0,yes
FM5110,SIS Pit1 SpeedSensorCRC Failure — This alarm is indicated if a fault in the safety bus structure has occurred.,0,600,no,SR,0,0,yes
FM5111,SIS Pit2 SpeedSensorCRC Failure — refer to FM5110,0,600,no,SR,0,0,yes
FM5112,SIS Pit3 SpeedSensorCRC Failure — refer to FM5110,0,600,no,SR,0,0,yes
FM5113,SIS IO-Modul IN CB CRC Failure — This alarm is indicated if a fault in the safety bus structure has occurred.,0,600,no,SR,0,0,yes
FM5114,SIS IO-Modul IN AZB CRC Failure — refer to FM5113,0,600,no,SR,0,0,yes
FM5115,SIS IO-Modul IN BB CRC Failure — refer to FM5113,0,600,no,SR,0,0,no
FM5116,SIS IO-Modul IN TB CRC Failure — refer to FM5113,0,600,no,SR,0,0,yes
FM5118,"SIS Yaw HydBrTest required OpC PreAlarm — The alarm is generated when the status for the hydraulic yaw brake test is ""Not successful"". The alarm is automatically reset when the status is ""Test successful"". Brake Prog.: 1",0,600,yes,A,,50,yes
FM5119,SIS SF16B Pitchangle Diff RPM M Stop — The alarm is generated if the safety function for monitoring the rotor blade angles dependent on the speed has triggered. The alarm is generated if the safety function for monitoring the rotor blade Brake Prog.: 4 angles dependent on the speed has triggered. Yaw Prog.: 0,270,600,yes,SR,,,yes
FM5120,"SIS Yaw HydBrTest required — The alarm is generated when the status for the hydraulic yaw brake test is ""Not successful"" and a safety alarm is triggered. Brake Prog.: 2 The alarm is automatically reset when the status is ""Test successful"". Yaw Prog.: 50",0,600,yes,A,,,yes
FM5121,SIS DTR Rpm Test Mode SF08b active — This alarm is reported if the test mode for checking the trigger behavior of the speed sensors at low speed is activated. Brake Prog.: 0,0,400,no,A,,0,yes
FM5122,"SIS HMI MCV MC Breaker Switch OFF Aequiv Failur — The alarm is generated when the equivalence monitoring for the ""MC power circuit breaker OPEN / CLOSED"" selection switch signals has triggered. Brake Prog.: 0 The alarm is automatically reset when the signals are equivalent. Yaw Prog.: 0",0,600,no,A,,,yes
FM5123,SIS HMI ModeSwitch inactive — The alarm is generated when a fault of the WTG operating mode selector switch is detected. The alarm requires a local safety reset. Brake Prog.: 2,0,600,yes,SL,,50,no
FM5124,SIS HMI SignalerOutput Passivated — The alarm is generated if the outputs for control of optical and acoustic signal sensor are passivated on the safety PLC. Brake Prog.: 0 The alarm is automatically acknowledged when the outputs are activated. Yaw Prog.: 0,0,600,no,A,,,yes
FM5125,SIS HMI EmStopInput Passivated — The alarm is generated if an input for activation of the emergency stop function is passivated on the safety PLC. Brake Prog.: 4 The alarm can be reset remotely. Yaw Prog.: 50,0,600,yes,SR,,,no
FM5126,"SIS HMI YawStopSwitchInput Passivated — The alarm is generated if an input is passivated on the ""Yaw open/stop"" selector switch on the safety PLC. Brake Prog.: 2 The alarm is automatically acknowledged when the input is activated. Yaw Prog.: 50",0,600,yes,A,,,yes
FM5127,"SIS HMI RotBrSwitchInput Passivated — The alarm is generated if an input is passivated on the ""Rotor brake Auto/Local"" selector switch on the safety PLC. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0",0,600,yes,SR,,,yes
FM5128,"SIS HMI MCV MC Breaker Switch ON Passivated — The alarm is generated if an input of the selection switch ""MC power circuit breaker OPEN/CLOSED"" is deactivated on the safety PLC. Brake Prog.: 0 The alarm is automatically acknowledged when the input is activated. Yaw Prog.: 0",0,600,no,A,,,yes
FM5129,"SIS HMI RotBrOpenSwInput Passivated — The alarm is generated if an input is passivated on the ""Brake open"" button of the safety PLC. The alarm is automatically acknowledged when the input is activated. Brake Prog.: 0",0,600,no,A,,0,yes
FM5130,"SIS HMI SISResetSwInput Passivated — The alarm is generated if an input is passivated on the ""Safety system reset"" button of the safety PLC. The alarm is automatically acknowledged when the input is activated. Brake Prog.: 0",0,600,no,A,,0,yes
FM5131,"SIS HMI OpModeAutoRotBrLocalYawStop Failure — The alarm is generated when the operating mode ""WTG automatic"" and either the operating mode ""Rotor brake local"" or ""Yaw stop"" are activated. Brake Prog.: 2 The alarm is reset automatically. Yaw Prog.: 50",0,600,yes,A,,,no
FM5132,SIS HMI OpModeSwInput Passivated — The alarm is generated when a safety control input signal of the operation mode switch has been set passive. Brake Prog.: 0 The alarm will automatically reset by activate of the safety control inputs. Yaw Prog.: 0,0,600,no,A,,,no
FM5134,SIS HMI EmStopTowerAequiv Failure — The alarm is generated when the both channels in the tower are not opened when the emergency switch is operated. Brake Prog.: 0 The alarm is reset automatically when both channels indicate equivalent signals in operated and non- Yaw Prog.: 0 operated status of the switch.,0,600,no,A,,,no
FM5135,"SIS HMI RotBrOpenAequiv Failure — The alarm is generated when the equivalence monitoring for the ""Brake open"" switch signals have triggered. Brake Prog.: 4 The alarm is automatically reset when the signals are equivalent. Yaw Prog.: 0",0,600,yes,A,,,yes
FM5136,"SIS HMI YawStopAequiv Failure — The alarm is generated when the equivalence monitoring for the ""Yaw Auto/Stop"" switch signals have triggered. Brake Prog.: 0 The alarm is automatically reset when the signals are equivalent. Yaw Prog.: 50",0,600,no,A,,,yes
FM5137,"SIS HMI YawOverrideAequiv Failure — The alarm is generated when the equivalence monitoring for the ""Enable End Position Yaw"" switch signals have triggered. Brake Prog.: 0 The alarm is automatically reset when the signals are equivalent. Yaw Prog.: 0",0,600,no,A,,,yes
FM5138,SIS Pit 24VPwrSupply3 Failure — Refer to FM5088,0,600,yes,SR,2,0,yes
FM5139,SIS Pit MinVoltRel not activated Failure — The alarm is generated if during the pitch battery test the feedback of the undervoltage relay does not match the status of the grid contactor (open). Brake Prog.: 2 Reset is via safety remote reset. Yaw Prog.: 0,270,600,yes,SR,,,yes
FM5140,SIS Yaw SysPr Failure OpC PreAlarm — The alarm is generated when the system pressure for the hydraulic yaw brake falls below the minimum required pressure. Brake Prog.: 1 The alarm is reset when the system pressure return to that required. Yaw Prog.: 50,0,600,yes,A,,,yes
FM5141,SIS Yaw HydBrPr Failure OpC PreAlarm — The alarm is generated when a fault the brake pressure for the hydraulic yaw brake is detected. The alarm can be reset remotely. Brake Prog.: 1,0,600,yes,SR,,50,yes
FM5142,SIS AIS Main Contactor not Open — The alarm is reported if the AIS main contactor reports an error.,0,600,no,SR,0,0,yes
FM5145,SIS Pit AccuCharge1 Failure — The alarm is generated when the pitch axle battery charge status is no longer sufficient. The alarm is automatically reset when the fault is no longer active. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5146,SIS Pit AccuCharge2 Failure — Refer to FM5145,0,600,yes,A,2,0,yes
FM5147,SIS Pit AccuCharge3 Failure — Refer to FM5145,0,600,yes,A,2,0,yes
FM5151,SIS SF23 MCV Main Circuit Braker OFF — The alarm is reported if for maintenance purposes the power circuit breaker of the main converter has been released safely using the selection switch in the Topbox. Brake Prog.: 0,0,600,no,A,,0,yes
FM5152,SIS SF24 Pit Tower Damping Invalid — The alarm is reported if the pitch tower vibration damping is permitted in the current WTG operating state. Brake Prog.: 2,0,600,no,A,,0,yes
FM5153,SIS SF20 Pit IPC Angle Diff H Stop (BP1) — This alarm is reported if in turbines with individual pitch control activated a pitch angle deviation is detected by the PLC. Brake Prog.: 1,0,600,yes,SR,,0,yes
FM5154,SIS Pit AccuContactor1 Failure — The alarm is generated when the pitch axle battery contactor indicates a fault. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5155,SIS Pit AccuContactor2 Failure — Refer to FM5154,0,600,yes,SR,2,0,yes
FM5156,SIS Pit AccuContactor3 Failure — Refer to FM5154,0,600,yes,SR,2,0,yes
FM5160,SIS Pit Accu test sequence 1 fault — The alarm checks whether during the pitch battery high-voltage current test the grid contactor is open and the battery contactor is closed. Brake Prog.: 0 The alarm is automatically reset if the pitch test concluded successfully. Yaw Prog.: 0,0,600,no,A,,,yes
FM5162,SIS Pit AccuTestLess69Deg Failure — The alarm is generated if during the pitch test at least one pitch angle is less than 69°. The alarm is automatically reset if the pitch test concluded successfully. Brake Prog.: 0,0,600,no,A,,0,yes
FM5163,SIS PitArchIn24 AngleConvert1 Failure — The alarm is generated when the secure pitch angle sensor on axle transmits an invalid multi-turn value. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5164,SIS PitArchIn24 AngleConvert2 Failure — refer to FM5163,0,600,yes,SR,2,0,yes
FM5165,SIS PitArchIn24 AngleConvert3 Failure — refer to FM5163,0,600,yes,SR,2,0,yes
FM5166,"SIS ROTB AutoHoldPr Failure — The alarm is generated when the rotor brake hold pressure is not indicated for a specified period of time in operating mode ""Automatic rotor brake"" and a safety run is triggered. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0",0,600,yes,SR,,,yes
FM5167,SIS ROTB SysPr Failure — The alarm is generated when the rotor brake pressure falls below the minimum required for the system. Brake Prog.: 2 The alarm is automatically reset when the pressure has returned to that required for the system. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5168,"SIS ROTB RPM HSVOutput Passivated — The alarm is generated when the passivation of an output for activation of the rotor brake valves MV1, MV2 or MV3 is detected as a fault. Brake Prog.: 4 The alarm requires a local safety reset. Yaw Prog.: 0",0,600,yes,SL,,,yes
FM5169,SIS ROTB Input Passivated OpC PreAlarm — The alarm is generated when the passivation of an input for monitoring of the rotor brake system is detected. Brake Prog.: 6 The alarm is automatically reset when the fault is no longer active. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5170,SIS ROTB Input Passivated — The alarm is generated when the passivation of an input for monitoring of the rotor brake system is detected and a safety run is performed. Brake Prog.: 2 The alarm is automatically reset when the fault is no longer active. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5171,"SIS ROTB SVOutput Passivated — The alarm is generated when the passivation of an output for activation of the rotor brake valves MV1, MV2 and MV3 is detected as a fault. Brake Prog.: 4 The alarm can be reset remotely. Yaw Prog.: 0",0,600,yes,SR,,,yes
FM5172,SIS ROTB HydTest required OpC PreAlarm — The alarm is generated when a brake test is to be performed. The alarm is reset automatically when the brake test is passed. Brake Prog.: 1,0,600,yes,A,,0,yes
FM5173,SIS ROTB HydTest required — The alarm is generated when a brake test is to be performed and a safety run is performed. The alarm is reset automatically when the brake test is passed. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5174,SIS ROTB SV1SV3 Nact SafetyRun CmdOff — The alarm is generated when at least one of the rotor brake valves MV1 or MV3 is deactivated and a safety run is triggered. Brake Prog.: 2,0,600,yes,A,,0,yes
FM5176,SIS DTR GenRotDiff H Stop — The alarm is generated when the plausibility check of the generator speed with the rotor speed indicates exceeding of the maximum permissible difference over a defined period of time and safety Brake Prog.: 2 run has been performed. Yaw Prog.: 0 The alarm can be reset remotely.,0,600,yes,SR,,,yes
FM5177,SIS Vib SenInput Passivated OpC PreAlarm — The alarm is generated when a fault occurs at the input of the safety control for the vibration sensor monitoring. Brake Prog.: 1 The alarm is reset with an Auto-Reset. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5180,SIS Met MetTempAequiv Failure OpC PreAlarm — The alarm is generated when the equivalence monitoring for the outside temperature limit sensor signals have triggered a safety run. Brake Prog.: 5 The alarm is automatically reset when the signals are equivalent. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5181,SIS DTR GenRPM Invalid — The alarm is generated if the generator speed detection signal is outside the valid range. The alarm can be reset remotely. Brake Prog.: 2,0,600,yes,SR,,0,yes
FM5182,SIS Met TempInput Passivated OpC PreAlarm — The alarm is generated if the safety PLC detects passivation of an output for monitoring the outside temperature. Brake Prog.: 5 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5183,SIS Met TempInput Passivated — The alarm is generated if the safety PLC detects passivation of an output for monitoring the outside temperature and a safety run is triggered. Brake Prog.: 2 The alarm can be reset remotely. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5184,SIS Yaw HydBrPr Invalid OpC PreAlarm — The alarm is generated when invalid analog input signals for safety monitoring of the system are detected. Brake Prog.: 1 The alarm can be reset remotely. Yaw Prog.: 50,0,600,yes,SR,,,yes
FM5185,SIS Met WindSpeed AnemoFailure Stop OpC PreAla — The alarm is generated if a fault is present in the wind sensors that prevents time-limited continued operation. Brake Prog.: 1,0,600,yes,SL,,0,yes
FM5186,SIS Met WindSpeed AnemoFailure Stop — The alarm is generated if a fault is present in the wind sensors that prevents time-limited continued operation. Brake Prog.: 2,0,600,yes,SL,,0,yes
FM5187,SIS Met TempAequiv Failure — The alarm is generated when the equivalence monitoring for the outside temperature limit sensor signals have triggered a safety run. Brake Prog.: 2 The alarm is automatically reset when the signals are equivalent. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5188,SIS Yaw HydBrPr Invalid — Refer to FM5184,0,600,yes,SR,2,50,yes
FM5189,SIS Met WindSpeed3Min(backup) Invalid — The alarm is generated when there is fault in the generation of the 3min mean wind speed measured with the cup wind speed sensor. Brake Prog.: 0 The alarm is automatically acknowledged when the fault is no longer active. Yaw Prog.: 0,0,600,no,A,,,yes
FM5190,SIS Met WindSpeed3Min(primary) Invalid — The alarm is generated when there is fault in the generation of the 3min mean wind speed measured with the ultrasonic. Brake Prog.: 0 The alarm is automatically acknowledged when the fault is no longer active. Yaw Prog.: 0,0,600,no,A,,,yes
FM5191,SIS Pit DiagnosticInputs Invalid — The alarm is generated when the communication is interrupted to the bus coupler during reading of the unsafe input signals which are a component of the pitch diagnosis. Brake Prog.: 2 The alarm is automatically reset when the fault is no longer active. Yaw Prog.: 0,0,600,yes,A,,,yes
FM5192,SIS Met WindSpeed (prim/back) Invalid — The alarm is generated when both wind speed sensors have a fault.,0,600,yes,SR,2,0,yes
FM5193,SIS Met WindSpeedErr WindEstimator Diff OpC Pre — The alarm is generated if during the continued operation of the WTG with only 1 anemometer (due to the failure of one anemometer) the remaining anemometer has too large a difference to the Brake Prog.: 1 theoretically calculated wind speed (wind estimator). Yaw Prog.: 0,0,600,yes,A,,,yes
FM5194,SIS Met WindSpeedErr WindEstimator Diff — The alarm is generated if during the continued operation of the WTG with only 1 anemometer (due to the failure of one anemometer) the remaining anemometer has too large a difference to the Brake Prog.: 2 theoretically calculated wind speed (wind estimator). Yaw Prog.: 0,0,600,yes,A,,,yes
FM5195,SIS Met WindSpeedDiff WindEstimator Diff OpC Pr — The alarm is generated if during the continued operation of the WTG with only 1 anemometer (due to too large a difference between both anemometers) the anemometer with the higher value has too Brake Prog.: 1 large a difference to the theoretically calculated wind speed (wind estimator). Yaw Prog.: 0,0,600,yes,A,,,yes
FM5196,SIS Met WindSpeedDiff WindEstimator Diff — The alarm is generated if during the continued operation of the WTG with only 1 anemometer (due to too large a difference between both anemometers) the anemometer with the higher value has too Brake Prog.: 2 large a difference to the theoretically calculated wind speed (wind estimator). Yaw Prog.: 0,0,600,yes,A,,,yes
FM5200,SIS MCV Main Circuit Breaker FbOFF Failure — The alarm is reported if the circuit breaker does not return the state OPEN after a opening request by the selection switch at the Topbox or emergency stop. Brake Prog.: 0,270,600,no,SL,,0,yes
FM5201,SIS MCV Relay K1 Fb Antival Failure — The alarm is generated if the control and feedback of the coupling relay K1 (to open the MC circuit breaker) are not antivalent to each other. Brake Prog.: 0,270,600,no,SL,,0,yes
FM5202,SIS MCV Output Passivated — The alarm is generated if the safety PLC detects that the output for the control of the circuit breaker is deactivated. Brake Prog.: 0 The alarm is automatically reset when the output is activated. Yaw Prog.: 0,0,600,no,A,,,yes
FM5203,SIS MCV Input Passivated — The alarm is generated if the condition monitoring of the power switch is deactivated at the Safety PLC input. Brake Prog.: 0 The alarm is automatically acknowledged when the input is activated. Yaw Prog.: 0,0,600,no,A,,,yes
FM10743,PLC (cid:9)TOC-DLL Initialization Failure — The monitor responsible for the estimation of the system load of the electrical components and limitation of the P/Q power values could not be initialized. Brake Prog.: 1,270,600,yes,M,,0,yes
FM10744,PLC TOC-DLL Runtime Failure — The monitor responsible for the estimation of the system load of the electrical components and limitation of the P/Q power values was faulty during its execution. Brake Prog.: 1,270,600,yes,M,,0,yes
FM10745,PLC TOC-DLL Interface Failure — The monitor responsible for the estimation of the system load of the electrical components and limitation of the P/Q power values could not be initialized. Brake Prog.: 1,0,600,yes,A,,0,yes
FM10746,PLC TOC-DLL initialization active — The monitor responsible for the estimation of the system load of the electrical components and limitation of the P/Q power values is initialized. Brake Prog.: 1,0,600,yes,A,,0,yes
FM10747,PLC TOC-DLL not active — The E-DLL is not active.,0,600,yes,A,1,0,yes
FM10748,PLC TOC-DLL Timeout — The maximum expected runtime of the DLL has been exceeded (warning).,0,600,no,A,0,0,yes
FM11090,Vib BldBndMomEdgeRt(MZV)1stEFHWarn — Blade vibration warning,270,600,no,M,0,0,yes
FM11091,Vib BldBndMomEdgeRt(MZV)2ndEFHWarn — Blade vibration warning,270,600,no,M,0,0,yes
FM11092,Vib BldBndMomEdgeRt(MZV)1stEFHStop — Blade vibration warning,270,600,yes,M,1,0,yes
FM11093,Vib BldBndMomEdgeRt(MZV)2ndEFHStop — Blade vibration warning,270,600,yes,M,1,0,yes
